name,mdbId,fraktion,contact_url
"Stein, Sandra",1047552,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047552
"Steineke, Sebastian",1047556,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047556
"Steiniger, Johannes",1047560,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047560
"Steinmüller, Hanna",1047564,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047564
"Stephan, Thomas",1047572,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047572
"Stetten, Christian Freiherr von",1049264,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049264
"Stier, Dieter",1047580,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047580
"Storch, Beatrix von",1047596,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047596
"Stracke, Stephan",1049272,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049272
"Strauss-Köster, Dr. Katja",1047610,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047610
"Strauß, Otto",1047608,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047608
"Streeck, Prof. Dr. Hendrik",1049274,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049274
"Stumpp, Christina",1047632,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047632
"Stüwe, Ruppert",1047638,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047638
"Taher Saleh, Kassem",1046942,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046942
"Tauschwitz, Vivian",1047674,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047674
"Teich, Tobias",1047684,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047684
"Tesfaiesus, Awet",1047698,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047698
"Teske, Robert",1047700,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047700
"Theis, Roland",1047714,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047714
"Theiss, Prof. Dr. Hans",1047718,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047718
"Thews, Michael",1047722,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047722
"Thoden, Ulrich",1047738,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047738
"Throm, Alexander",1049290,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049290
"Timmermann-Fechter, Astrid",1047754,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047754
"Trabert, Gerhard",1047780,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047780
"Treuheit, Bastian",1047790,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047790
"Troff-Schaffarzyk, Anja",1047796,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047796
"Träger, Carsten",1047782,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047782
"Töns, Markus",1047772,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047772
"Türk-Nachbaur, Derya",1047808,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047808
"Uhlig, Katrin",1047818,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047818
"Uhr, Martina",1047820,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047820
"Valent, Aaron",1047844,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047844
"Vandre, Isabelle",1047846,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047846
"Verlinden, Dr. Julia",1047856,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047856
"Vieregge, Kerstin",1047860,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047860
"Vogel, Ingo",1047866,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047866
"Vogt, Dr. Oliver",1047874,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047874
"Vogtschmidt, Donata",1047876,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047876
"Volkmann, Johannes",1047886,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047886
"Vollath, Sarah",1047888,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047888
"Vries, Christoph de",1047904,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047904
"Vriesema, Mayra",1047906,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047906
"Völlers, Marja-Liisa",1047890,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047890
"Vöpel, Dirk",1047896,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047896
"Wadephul, Dr. Johann David",1047914,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047914
"Wagener, Niklas",1047918,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047918
"Wagener, Robin",1047920,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047920
"Wagner, Dr. Carolin",1047924,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047924
"Wagner, Johannes",1047936,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047936
"Wagner, Sascha",1047948,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047948
"Walch, Siegfried",1049328,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049328
"Wallstein, Maja",1047966,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047966
"Walter, Daniel",1047970,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047970
"Warken, Nina",1047986,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047986
"Wegge, Carmen",1048014,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1048014
"Weidel, Dr. Alice",1048026,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048026
"Weiser, Mathias",1048054,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048054
"Weisgerber, Dr. Anja",1048056,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048056
"Weiss, Claudia",1048060,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048060
"Weiss, Dr. jur. Maria-Lena",1049354,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049354
"Wendorf, Sven",1048082,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048082
"Whittaker, Kai",1049362,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049362
"Wiegelmann, Johannes",1048118,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048118
"Wiehle, Wolfgang",1048120,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048120
"Wiener, Dr. Klaus",1048126,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048126
"Wiese, Dirk",1048128,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1048128
"Willnat, Christin",1048144,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1048144
"Willsch, Klaus-Peter",1048150,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048150
"Winkel, Johannes",1048158,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048158
"Winkelmeier-Becker, Elisabeth",1048162,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048162
"Winkler, Tobias",1049378,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049378
"Winklmann, Tina",1048164,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1048164
"Wirth, Dr. Christian",1048184,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048184
"Wissler, Janine",1048194,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1048194
"Wittmann, Mechthilde",1048210,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048210
"Wolf, Dr. Alexander",1048220,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048220
"Wulf, Mareike Lotte",1048238,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048238
"Yüksel, Serdar",1048252,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1048252
"Zaum, Christian",1048266,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048266
"Zerbin, Prof. Dr. Daniel",1048280,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048280
"Zerr, Anne",1048282,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1048282
"Zeulner, Emmi",1048288,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048288
"Ziegler, Kay-Uwe",1049402,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1049402
"Ziemiak, Paul",1048298,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048298
"Zierke, Stefan",1048300,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1048300
"Zimmer, Diana",1048306,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048306
"Zippelius, Nicolas",1049406,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049406
"Zirwes, Jörg",1048316,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048316
"Zobel, Vanessa",1048318,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048318
"Zons, Ulrich von",1048320,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048320
"Zorn, Armand",1048326,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1048326
"Özdemir, Cansu",1046452,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046452
"Özdemir, Mahmut",1046456,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046456
"Özoğuz, Aydan",1046460,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046460
